Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
"To verify if ""Link"" option can be used to add links in ""Description"" field",RP-60,10095,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 10:25 AM,08/Sep/21 4:02 PM,08/Sep/21 4:02 PM,07/Sep/21 6:11 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006m:yi,,Products Sprint,,,,,,,,Done
"To verify if ""Video"" option can be used to add videos in ""Description"" field",RP-59,10094,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 10:10 AM,08/Sep/21 4:02 PM,08/Sep/21 4:02 PM,07/Sep/21 6:07 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006m:xy,,Products Sprint,,,,,,,,Done
"To verify if on clicking on ""Cancel"" button on the ""Add product"" page, Admin is redirected to original page ",RP-58,10093,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 9:35 AM,08/Sep/21 4:01 PM,08/Sep/21 4:01 PM,07/Sep/21 6:11 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006m:z,,Products Sprint,,,,,,,,Done
"To verify if on clicking on ""Save"" button on the ""Add product"" page, data is stored",RP-57,10092,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 9:30 AM,08/Sep/21 4:02 PM,09/Sep/21 4:50 AM,07/Sep/21 6:08 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006m:xx,,Products Sprint,,,,,,,,Done
"To verify if clicking ""Code View"" opens the coding page and anything written in it is reflected in the original page",RP-56,10091,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 9:18 AM,08/Sep/21 4:02 PM,08/Sep/21 4:02 PM,07/Sep/21 6:09 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006m:xv,,Products Sprint,,,,,,,,Done
"To verify if the ""Full Screen"" option opens the ""Description"" field in full screen",RP-55,10090,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 9:01 AM,08/Sep/21 4:02 PM,08/Sep/21 4:02 PM,07/Sep/21 6:10 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006m:xr,,Products Sprint,,,,,,,,Done
"To verify if the shortcut keys are displayed when ""Help"" is clicked in the ""Description field"" and can be closed of clicking the ""x"" on the top right corner",RP-54,10089,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 8:52 AM,08/Sep/21 4:03 PM,08/Sep/21 4:03 PM,07/Sep/21 6:07 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006l:v,,Products Sprint,,,,,,,,Done
"To verify if on selecting a font from ""Font family"" texts appear in the selected font",RP-53,10088,Test,Blocked,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 7:33 AM,08/Sep/21 7:30 AM,09/Sep/21 4:50 AM,,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006m:zx,,Products Sprint,,,,,,,,In Progress
"To verify if on hovering mouse on ""Font Family"" present in ""Description"" displays comment and if on clicking it the dropdown appears",RP-52,10087,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 7:22 AM,08/Sep/21 4:02 PM,08/Sep/21 4:02 PM,07/Sep/21 6:11 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006m:xi,,Products Sprint,,,,,,,,Done
"To verify if on clicking ""Remove Font Style"" in ""Description"" field all styles are removed",RP-51,10086,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 7:17 AM,08/Sep/21 4:02 PM,08/Sep/21 4:02 PM,07/Sep/21 6:11 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006m:y,,Products Sprint,,,,,,,,Done
"To verify if texted typed is underlined on clicking ""Underline"" in ""Description"" field",RP-50,10085,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 7:12 AM,08/Sep/21 4:03 PM,08/Sep/21 4:03 PM,07/Sep/21 6:06 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006h:,,Products Sprint,,,,,,,,Done
"To verify if texted typed is bolded on clicking ""Bold"" in ""Description"" field",RP-47,10082,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 6:42 AM,08/Sep/21 4:02 PM,09/Sep/21 4:50 AM,07/Sep/21 6:07 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006m:x,,Products Sprint,,,,,,,,Done
"To verify if a style can be selected from the ""Style"" field",RP-46,10081,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 6:42 AM,08/Sep/21 4:02 PM,09/Sep/21 4:50 AM,07/Sep/21 6:06 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006m:v,,Products Sprint,,,,,,,,Done
"To verify if on hovering mouse on ""Style"" present in ""Description"" displays comment and if on clicking it the dropdown appears",RP-45,10080,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 6:32 AM,08/Sep/21 4:02 PM,08/Sep/21 4:03 PM,07/Sep/21 6:08 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006m:r,,Products Sprint,,,,,,,,Done
"To verify if on dragging the white bar at the bottom of ""Description"" field expands the field",RP-44,10079,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 6:19 AM,08/Sep/21 4:03 PM,08/Sep/21 4:03 PM,07/Sep/21 6:09 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,RP-43,RP-2,,,,,,,,,{},,,,,,,0|i0006m:,,Products Sprint,,,,,,,,Done
"To verify if on hovering mouse on the ""Description"" field, the cursor becomes a text cursor and on clicking it becomes a blinking text cursor",RP-43,10078,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 6:06 AM,08/Sep/21 4:03 PM,09/Sep/21 4:50 AM,07/Sep/21 6:07 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006l:,,Products Sprint,,,,,,,,Done
" To verify if after clicking, when mouse is hovered away from ""Product Tags"" form it glows",RP-42,10077,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 5:01 AM,08/Sep/21 4:04 PM,08/Sep/21 4:04 PM,07/Sep/21 6:07 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0004p:,,Products Sprint,,,,,,,,Done
"To verify if after clicking, when mouse is hovered away from ""Meta Tag Keyword "" form it glows",RP-41,10076,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 5:00 AM,08/Sep/21 4:04 PM,08/Sep/21 4:04 PM,07/Sep/21 6:08 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0004r:,,Products Sprint,,,,,,,,Done
"To verify if after clicking, when mouse is hovered away from ""Meta Tag Description"" form it glows",RP-40,10075,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 5:00 AM,08/Sep/21 4:04 PM,08/Sep/21 4:04 PM,07/Sep/21 6:09 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0004e:,,Products Sprint,,,,,,,,Done
"To verify if after clicking, when mouse is hovered away from ""Meta Tag Type"" form it glows",RP-39,10074,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 5:00 AM,08/Sep/21 4:04 PM,08/Sep/21 4:04 PM,07/Sep/21 6:09 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0004n:,,Products Sprint,,,,,,,,Done
"To verify if after clicking, when mouse is hovered away from ""Product Name"" form it glows",RP-38,10073,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,03/Sep/21 3:51 AM,08/Sep/21 4:03 PM,08/Sep/21 4:03 PM,07/Sep/21 6:07 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006j:,,Products Sprint,,,,,,,,Done
"To verify that if mouse is hovered on ""Product Tags"" it displays ""Comma Separated""",RP-37,10072,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 12:13 PM,08/Sep/21 4:01 PM,08/Sep/21 4:01 PM,07/Sep/21 6:07 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006n:,,Products Sprint,,,,,,,,Done
"To verify that if ""Product Tags"" field can accept white spaces",RP-36,10071,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 12:13 PM,08/Sep/21 4:03 PM,08/Sep/21 4:03 PM,07/Sep/21 6:06 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0006f:,,Products Sprint,,,,,,,,Done
"To verify that if ""Product Tags"" field can accept numerical values and special characters",RP-35,10070,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 12:13 PM,08/Sep/21 4:03 PM,08/Sep/21 4:03 PM,07/Sep/21 6:06 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i00067:,,Products Sprint,,,,,,,,Done
"To verify that if ""Product Tags"" field has the required placeholder",RP-33,10068,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 12:12 PM,08/Sep/21 4:03 PM,09/Sep/21 4:50 AM,07/Sep/21 6:06 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0005z:,,Products Sprint,,,,,,,,Done
"To verify that if ""Product Tags"" can be left NULL",RP-32,10067,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 12:12 PM,08/Sep/21 4:03 PM,08/Sep/21 4:03 PM,07/Sep/21 6:06 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0005r:,,Products Sprint,,,,,,,,Done
"To verify that if ""Meta Tag Keywords"" field can accept numerical values and special characters",RP-31,10066,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 12:00 PM,08/Sep/21 4:04 PM,08/Sep/21 4:04 PM,07/Sep/21 6:06 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i00057:,,Products Sprint,,,,,,,,Done
"To verify that if ""Meta Tag Keywords"" field can accept white spaces",RP-30,10065,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 11:59 AM,08/Sep/21 4:04 PM,08/Sep/21 4:04 PM,07/Sep/21 6:11 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0005b:,,Products Sprint,,,,,,,,Done
" To verify that if ""Meta Tag Keyword"" field has the required placeholder",RP-29,10064,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 11:59 AM,08/Sep/21 4:04 PM,08/Sep/21 4:04 PM,07/Sep/21 6:06 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i00053:,,Products Sprint,,,,,,,,Done
"To verify that if ""Meta Tag Keywords"" can be left NULL",RP-28,10063,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 11:59 AM,08/Sep/21 4:04 PM,08/Sep/21 4:04 PM,07/Sep/21 6:06 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0004v:,,Products Sprint,,,,,,,,Done
"To verify that if ""Meta Tag Title"" field is marked Mandatory",RP-27,10062,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 11:37 AM,08/Sep/21 4:05 PM,09/Sep/21 4:50 AM,07/Sep/21 6:08 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0002p:1w,,Products Sprint,,,,,,,,Done
"To verify that if ""Product Name"" field is marked Mandatory",RP-26,10061,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 11:33 AM,08/Sep/21 4:05 PM,08/Sep/21 4:05 PM,07/Sep/21 6:08 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0002p:1x,,Products Sprint,,,,,,,,Done
"To verify that if ""Product Name"" field has the required placeholder",RP-25,10060,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 10:45 AM,08/Sep/21 4:05 PM,08/Sep/21 4:05 PM,07/Sep/21 6:06 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0002p:1v,,Products Sprint,,,,,,,,Done
"To verify that if ""Meta Tag Description"" field can accept white spaces",RP-24,10059,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 10:21 AM,08/Sep/21 4:05 PM,08/Sep/21 4:05 PM,07/Sep/21 6:08 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0004d:,,Products Sprint,,,,,,,,Done
"To verify that if ""Meta Tag Description"" field can accept numerical values and special characters",RP-23,10058,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 10:21 AM,08/Sep/21 4:04 PM,08/Sep/21 4:04 PM,07/Sep/21 6:08 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0004f:,,Products Sprint,,,,,,,,Done
"To verify that if ""Meta Tag Description"" can be left NULL",RP-22,10057,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 10:21 AM,08/Sep/21 4:05 PM,08/Sep/21 4:05 PM,07/Sep/21 6:07 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i00047:,,Products Sprint,,,,,,,,Done
"To verify that if ""Meta Tag Description"" field has the required placeholder",RP-20,10055,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 10:21 AM,08/Sep/21 4:05 PM,08/Sep/21 4:05 PM,07/Sep/21 6:08 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0004b:,,Products Sprint,,,,,,,,Done
"To verify that if ""Meta Tag Title"" field has the required placeholder",RP-18,10053,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 9:50 AM,08/Sep/21 4:05 PM,08/Sep/21 4:05 PM,07/Sep/21 6:08 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0002p:2,,Products Sprint,,,,,,,,Done
"To verify that ""Meta Tag Title"" is of length between 3-255",RP-17,10052,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 9:11 AM,08/Sep/21 4:05 PM,08/Sep/21 4:05 PM,07/Sep/21 6:08 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0002p:4,,Products Sprint,,,,,,,,Done
"To verify that if ""Meta Tag Title"" can be left NULL",RP-16,10051,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 9:10 AM,08/Sep/21 4:05 PM,08/Sep/21 4:05 PM,07/Sep/21 6:07 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0002p:9,,Products Sprint,,,,,,,,Done
"To verify that if ""Meta Tag Title"" field can accept numerical values and special characters",RP-15,10050,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 9:10 AM,08/Sep/21 4:06 PM,08/Sep/21 4:06 PM,07/Sep/21 6:06 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0002o:u,,Products Sprint,,,,,,,,Done
"To verify that if ""Meta Tag Title"" field can accept white spaces",RP-14,10049,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 9:06 AM,08/Sep/21 4:05 PM,08/Sep/21 4:05 PM,07/Sep/21 6:07 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0002q:,,Products Sprint,,,,,,,,Done
"To verify that if ""Product Name"" field can accept white spaces",RP-12,10047,Test,Done,RP,Retails_Products,software,Aaheli Das,612ef77a8bb88c006f3e353f,,Medium,Done,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,Aaheli Das,612ef77a8bb88c006f3e353f,02/Sep/21 7:32 AM,08/Sep/21 4:06 PM,08/Sep/21 4:06 PM,07/Sep/21 6:06 AM,,0,,,Aaheli Das,612ef77a8bb88c006f3e353f,,,,,,,,,,,RP-2,,,,,,,,,{},,,,,,,0|i0002p:,,Products Sprint,,,,,,,,Done
